Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Vuggy dolomite; shelf limestone, dolomite, siltstone, shale and sandstone; glauconitic sandstone"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Psammopelite and pelite, locally graphitic",Null,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Dacite and rhyodacite,Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Volcaniclastics, porphyritic trachyte, dacite"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Altered, porphyritic or vesicular basalt; porphyritic syenite-trachyte (?highly altered mafic volcanic rock) may be equivalent"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated granitoid intrusive rocks of Kimban Orogeny,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons and phases of larger plutons, non-magnetic to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Psammopelite and pelite, locally graphitic",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Diapiric carbonate-cemented breccia
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Mafic lower Gawler Range Volcanics,Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Massive gneiss and granulite, mainly meta-igneous; may include charnockite/migmatite alteration of layered granulite; weakly to moderately magnetic",Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,Undifferentiated Neoproterozoic rocks
"Psammopelite and pelite, locally graphitic",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,"Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
